month,site,site_category,visitor_type,visitor_origin,visitors
2025-10,Bu Maher,Forts,Individual,Foreign,1629
2025-10,Bu Maher,Forts,Individual,GCC,25
2025-10,Bu Maher,Pearling Path Sites,Educational,College or University,21
2025-10,Bu Maher,Pearling Path Sites,Groups,Organized Group,114
2025-10,Bu Maher,Pearling Path Sites,Groups,Tour Agencies,236
2025-10,Bu Maher,Pearling Path Sites,Groups,VIP,30
2025-10,Bu Maher,Pearling Path Sites,Individual,Arab,37
2025-10,Bu Maher,Pearling Path Sites,Individual,Bahraini,178
2025-10,Bu Maher,Pearling Path Sites,Individual,Foreign,1629
2025-10,Bu Maher,Pearling Path Sites,Individual,GCC,25
2025-10,Cultural Hall,Uncategorised,Individual,Arab,10
2025-10,Cultural Hall,Uncategorised,Individual,Bahraini,1901
2025-10,Cultural Hall,Uncategorised,Individual,Foreign,410
2025-10,Cultural Hall,Uncategorised,Individual,GCC,16
2025-10,Fakhro House,Pearling Path Sites,Educational,Government School,50
2025-10,Fakhro House,Pearling Path Sites,Groups,Tour Agencies,50
2025-10,Fakhro House,Pearling Path Sites,Groups,VIP,13
2025-10,Fakhro House,Pearling Path Sites,Individual,Bahraini,18
2025-10,Fakhro House,Pearling Path Sites,Individual,Foreign,167
2025-10,Fakhro House,Pearling Path Sites,Individual,GCC,4
2025-10,House of Baskets,Handicraft Sites,Groups,Organized Group,25
2025-10,House of Baskets,Handicraft Sites,Groups,Tour Agencies,81
2025-10,House of Baskets,Handicraft Sites,Individual,Arab,2
2025-10,House of Baskets,Handicraft Sites,Individual,Bahraini,78
2025-10,House of Baskets,Handicraft Sites,Individual,Foreign,20
2025-10,House of Baskets,Handicraft Sites,Individual,GCC,36
2025-10,Pearling Path Visitor Center,Pearling Path Sites,Educational,Private School,50
2025-10,Pearling Path Visitor Center,Pearling Path Sites,Groups,Tour Agencies,206
2025-10,Pearling Path Visitor Center,Pearling Path Sites,Individual,Arab,151
2025-10,Pearling Path Visitor Center,Pearling Path Sites,Individual,Bahraini,203
2025-10,Pearling Path Visitor Center,Pearling Path Sites,Individual,Foreign,567
2025-10,Pearling Path Visitor Center,Pearling Path Sites,Individual,GCC,186
2025-10,Post Office Museum,Museums,Educational,College or University,20
2025-10,Post Office Museum,Museums,Groups,Tour Agencies,26
2025-10,Post Office Museum,Museums,Groups,VIP,11
2025-10,Post Office Museum,Museums,Individual,Bahraini,75
2025-10,Post Office Museum,Museums,Individual,Foreign,227
2025-10,Post Office Museum,Museums,Individual,GCC,117
2025-10,Qalat Al Bahrain Site Museum,Museums,Educational,Government School,238
2025-10,Qalat Al Bahrain Site Museum,Museums,Educational,Private School,40
2025-10,Qalat Al Bahrain Site Museum,Museums,Groups,VIP,29
2025-10,Qalat Al Bahrain Site Museum,Museums,Individual,Arab,49
2025-10,Qalat Al Bahrain Site Museum,Museums,Individual,Bahraini,101
2025-10,Qalat Al Bahrain Site Museum,Museums,Individual,Foreign,622
2025-10,Qalat Al Bahrain Site Museum,Museums,Individual,GCC,295
2025-10,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Groups,Tour Agencies,19
2025-10,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Arab,103
2025-10,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Bahraini,10
2025-10,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Foreign,278
2025-10,Siyadi Majlis,Pearling Path Sites,Groups,Organized Group,14
2025-10,Siyadi Majlis,Pearling Path Sites,Groups,Tour Agencies,438
2025-10,Siyadi Majlis,Pearling Path Sites,Groups,VIP,43
2025-10,Siyadi Majlis,Pearling Path Sites,Individual,Arab,18
2025-10,Siyadi Majlis,Pearling Path Sites,Individual,Bahraini,68
2025-10,Siyadi Majlis,Pearling Path Sites,Individual,Foreign,358
2025-10,Siyadi Majlis,Pearling Path Sites,Individual,GCC,17
2025-10,Tree of Life Visitors Centre,Uncategorised,Groups,Tour Agencies,515
2025-10,Tree of Life Visitors Centre,Uncategorised,Individual,Arab,701
2025-10,Tree of Life Visitors Centre,Uncategorised,Individual,Bahraini,1500
2025-10,Tree of Life Visitors Centre,Uncategorised,Individual,Foreign,7827
2025-11,Aali burial mounds,Archaeological Sites,Groups,Tour Agencies,10
2025-11,Aali burial mounds,Archaeological Sites,Individual,Arab,4
2025-11,Aali burial mounds,Archaeological Sites,Individual,Foreign,2
2025-11,Aali burial mounds,Archaeological Sites,Individual,GCC,132
2025-11,Al Ghus House,Pearling Path Sites,Groups,Tour Agencies,57
2025-11,Al Ghus House,Pearling Path Sites,Groups,VIP,3
2025-11,Al Ghus House,Pearling Path Sites,Individual,Arab,40
2025-11,Al Ghus House,Pearling Path Sites,Individual,Bahraini,7
2025-11,Al Ghus House,Pearling Path Sites,Individual,Foreign,614
2025-11,Al Ghus House,Pearling Path Sites,Individual,GCC,34
2025-11,Al Jalahma House,Pearling Path Sites,Groups,Tour Agencies,275
2025-11,Al Jalahma House,Pearling Path Sites,Individual,Foreign,412
2025-11,Al Jalahma House,Pearling Path Sites,Individual,GCC,17
2025-11,Al Jasra Handicrafts Centre,Handicraft Sites,Educational,Private School,59
2025-11,Al Jasra Handicrafts Centre,Handicraft Sites,Groups,Tour Agencies,237
2025-11,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Arab,48
2025-11,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Bahraini,189
2025-11,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Foreign,155
2025-11,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,GCC,12
2025-11,Al Jasra House,Uncategorised,Educational,Institutes,4
2025-11,Al Jasra House,Uncategorised,Educational,Kinder Garden,59
2025-11,Al Jasra House,Uncategorised,Groups,Organized Group,26
2025-11,Al Jasra House,Uncategorised,Groups,Tour Agencies,47
2025-11,Al Jasra House,Uncategorised,Individual,Arab,6
2025-11,Al Jasra House,Uncategorised,Individual,Bahraini,32
2025-11,Al Jasra House,Uncategorised,Individual,Foreign,116
2025-11,Al Jasra House,Uncategorised,Individual,GCC,2
2025-11,Al Khalefeyah Library,Uncategorised,Individual,Arab,128
2025-11,Al Khalefeyah Library,Uncategorised,Individual,Bahraini,93
2025-11,Al Khalefeyah Library,Uncategorised,Individual,Foreign,266
2025-11,Al Khalefeyah Library,Uncategorised,Individual,GCC,31
2025-11,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Educational,Private School,44
2025-11,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Groups,Organized Group,39
2025-11,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Arab,7
2025-11,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Bahraini,79
2025-11,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Foreign,118
2025-11,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,GCC,9
2025-11,Art Center,Uncategorised,Educational,Private School,32
2025-11,Art Center,Uncategorised,Individual,Bahraini,666
2025-11,Bab Al Bahrain Information Center,Uncategorised,Individual,Arab,72
2025-11,Bab Al Bahrain Information Center,Uncategorised,Individual,Bahraini,35
2025-11,Bab Al Bahrain Information Center,Uncategorised,Individual,Foreign,271
2025-11,Bab Al Bahrain Information Center,Uncategorised,Individual,GCC,6
2025-11,Badr Gulum and Turabi House,Pearling Path Sites,Groups,Organized Group,139
2025-11,Badr Gulum and Turabi House,Pearling Path Sites,Groups,Tour Agencies,33
2025-11,Badr Gulum and Turabi House,Pearling Path Sites,Groups,VIP,27
2025-11,Badr Gulum and Turabi House,Pearling Path Sites,Individual,Bahraini,22
2025-11,Badr Gulum and Turabi House,Pearling Path Sites,Individual,Foreign,243
2025-11,Bahrain Fort Site,Archaeological Sites,Educational,College or University,182
2025-11,Bahrain Fort Site,Archaeological Sites,Educational,Government School,282
2025-11,Bahrain Fort Site,Archaeological Sites,Educational,Private School,278
2025-11,Bahrain Fort Site,Archaeological Sites,Groups,Organized Group,844
2025-11,Bahrain Fort Site,Archaeological Sites,Groups,Tour Agencies,19522
2025-11,Bahrain Fort Site,Archaeological Sites,Groups,VIP,207
2025-11,Bahrain Fort Site,Archaeological Sites,Individual,Arab,10031
2025-11,Bahrain Fort Site,Archaeological Sites,Individual,Bahraini,29475
2025-11,Bahrain Fort Site,Archaeological Sites,Individual,Foreign,60645
2025-11,Bahrain Fort Site,Archaeological Sites,Individual,GCC,3700
2025-11,Bahrain Fort Site,Forts,Educational,College or University,182
2025-11,Bahrain Fort Site,Forts,Educational,Government School,282
2025-11,Bahrain Fort Site,Forts,Educational,Private School,278
2025-11,Bahrain Fort Site,Forts,Groups,Organized Group,844
2025-11,Bahrain Fort Site,Forts,Groups,Tour Agencies,19522
2025-11,Bahrain Fort Site,Forts,Groups,VIP,207
2025-11,Bahrain Fort Site,Forts,Individual,Arab,10031
2025-11,Bahrain Fort Site,Forts,Individual,Bahraini,29475
2025-11,Bahrain Fort Site,Forts,Individual,Foreign,60645
2025-11,Bahrain Fort Site,Forts,Individual,GCC,3700
2025-11,Bahrain National Museum,Museums,Educational,College or University,30
2025-11,Bahrain National Museum,Museums,Educational,Government School,152
2025-11,Bahrain National Museum,Museums,Educational,Kinder Garden,472
2025-11,Bahrain National Museum,Museums,Educational,Private School,389
2025-11,Bahrain National Museum,Museums,Groups,Organized Group,65
2025-11,Bahrain National Museum,Museums,Groups,VIP,18
2025-11,Bahrain National Museum,Museums,Individual,Arab,187
2025-11,Bahrain National Museum,Museums,Individual,Bahraini,805
2025-11,Bahrain National Museum,Museums,Individual,Foreign,8472
2025-11,Bahrain National Museum,Museums,Individual,GCC,1201
2025-11,Bahrain National Theatre,Uncategorised,Educational,Government School,850
2025-11,Bahrain National Theatre,Uncategorised,Educational,Private School,400
2025-11,Bahrain National Theatre,Uncategorised,Individual,Bahraini,700
2025-11,Bahrain National Theatre,Uncategorised,Individual,Foreign,50
2025-11,Bahrain National Theatre,Uncategorised,Individual,GCC,100
2025-11,Bani Jamra Textile Weaving,Handicraft Sites,Individual,Bahraini,96
2025-11,Bani Jamra Textile Weaving,Handicraft Sites,Individual,Foreign,40
2025-11,Bani Jamra Textile Weaving,Handicraft Sites,Individual,GCC,2
2025-11,Bu Maher,Archaeological Sites,Groups,Organized Group,124
2025-11,Bu Maher,Archaeological Sites,Groups,Tour Agencies,684
2025-11,Bu Maher,Archaeological Sites,Groups,VIP,28
2025-11,Bu Maher,Archaeological Sites,Individual,Arab,51
2025-11,Bu Maher,Archaeological Sites,Individual,Bahraini,278
2025-11,Bu Maher,Archaeological Sites,Individual,Foreign,1948
2025-11,Bu Maher,Archaeological Sites,Individual,GCC,83
2025-11,Bu Maher,Forts,Groups,Organized Group,124
2025-11,Bu Maher,Forts,Groups,Tour Agencies,684
2025-11,Bu Maher,Forts,Groups,VIP,28
2025-11,Bu Maher,Forts,Individual,Arab,51
2025-11,Bu Maher,Forts,Individual,Bahraini,278
2025-11,Bu Maher,Forts,Individual,Foreign,1948
2025-11,Bu Maher,Forts,Individual,GCC,83
2025-11,Bu Maher,Pearling Path Sites,Groups,Organized Group,124
2025-11,Bu Maher,Pearling Path Sites,Groups,Tour Agencies,684
2025-11,Bu Maher,Pearling Path Sites,Groups,VIP,28
2025-11,Bu Maher,Pearling Path Sites,Individual,Arab,51
2025-11,Bu Maher,Pearling Path Sites,Individual,Bahraini,278
2025-11,Bu Maher,Pearling Path Sites,Individual,Foreign,1948
2025-11,Bu Maher,Pearling Path Sites,Individual,GCC,83
2025-11,Cultural Hall,Uncategorised,Individual,Bahraini,3184
2025-11,Cultural Hall,Uncategorised,Individual,Foreign,2383
2025-11,Fakhro House,Pearling Path Sites,Groups,Tour Agencies,2
2025-11,Fakhro House,Pearling Path Sites,Groups,VIP,8
2025-11,Fakhro House,Pearling Path Sites,Individual,Bahraini,106
2025-11,Fakhro House,Pearling Path Sites,Individual,Foreign,339
2025-11,Fakhro House,Pearling Path Sites,Individual,GCC,54
2025-11,House of Baskets,Handicraft Sites,Groups,Organized Group,18
2025-11,House of Baskets,Handicraft Sites,Groups,Tour Agencies,67
2025-11,House of Baskets,Handicraft Sites,Individual,Arab,5
2025-11,House of Baskets,Handicraft Sites,Individual,Bahraini,118
2025-11,House of Baskets,Handicraft Sites,Individual,Foreign,98
2025-11,House of Baskets,Handicraft Sites,Individual,GCC,45
2025-11,Post Office Museum,Museums,Educational,College or University,36
2025-11,Post Office Museum,Museums,Educational,Government School,20
2025-11,Post Office Museum,Museums,Educational,Private School,22
2025-11,Post Office Museum,Museums,Groups,Organized Group,14
2025-11,Post Office Museum,Museums,Groups,Tour Agencies,244
2025-11,Post Office Museum,Museums,Individual,Bahraini,139
2025-11,Post Office Museum,Museums,Individual,Foreign,461
2025-11,Post Office Museum,Museums,Individual,GCC,301
2025-11,Qalat Al Bahrain Site Museum,Museums,Educational,College or University,88
2025-11,Qalat Al Bahrain Site Museum,Museums,Educational,Government School,290
2025-11,Qalat Al Bahrain Site Museum,Museums,Educational,Kinder Garden,47
2025-11,Qalat Al Bahrain Site Museum,Museums,Educational,Private School,411
2025-11,Qalat Al Bahrain Site Museum,Museums,Groups,Organized Group,20
2025-11,Qalat Al Bahrain Site Museum,Museums,Groups,VIP,107
2025-11,Qalat Al Bahrain Site Museum,Museums,Individual,Arab,23
2025-11,Qalat Al Bahrain Site Museum,Museums,Individual,Bahraini,190
2025-11,Qalat Al Bahrain Site Museum,Museums,Individual,Foreign,1007
2025-11,Qalat Al Bahrain Site Museum,Museums,Individual,GCC,193
2025-11,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Groups,Organized Group,30
2025-11,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Groups,Tour Agencies,120
2025-11,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Arab,114
2025-11,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Bahraini,34
2025-11,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Foreign,336
2025-11,Siyadi Majlis,Pearling Path Sites,Educational,Kinder Garden,4
2025-11,Siyadi Majlis,Pearling Path Sites,Educational,Private School,19
2025-11,Siyadi Majlis,Pearling Path Sites,Groups,Organized Group,199
2025-11,Siyadi Majlis,Pearling Path Sites,Groups,Tour Agencies,1436
2025-11,Siyadi Majlis,Pearling Path Sites,Groups,VIP,50
2025-11,Siyadi Majlis,Pearling Path Sites,Individual,Arab,22
2025-11,Siyadi Majlis,Pearling Path Sites,Individual,Bahraini,171
2025-11,Siyadi Majlis,Pearling Path Sites,Individual,Foreign,469
2025-11,Siyadi Majlis,Pearling Path Sites,Individual,GCC,36
2025-11,Tree of Life Visitors Centre,Uncategorised,Educational,College or University,18
2025-11,Tree of Life Visitors Centre,Uncategorised,Educational,Private School,154
2025-11,Tree of Life Visitors Centre,Uncategorised,Groups,Tour Agencies,2267
2025-11,Tree of Life Visitors Centre,Uncategorised,Individual,Arab,846
2025-11,Tree of Life Visitors Centre,Uncategorised,Individual,Bahraini,3662
2025-11,Tree of Life Visitors Centre,Uncategorised,Individual,Foreign,11525
2025-12,Aali burial mounds,Archaeological Sites,Groups,Organized Group,70
2025-12,Aali burial mounds,Archaeological Sites,Groups,Tour Agencies,19
2025-12,Aali burial mounds,Archaeological Sites,Individual,Bahraini,6
2025-12,Aali burial mounds,Archaeological Sites,Individual,Foreign,11
2025-12,Aali burial mounds,Archaeological Sites,Individual,GCC,141
2025-12,Al Alawi House,Pearling Path Sites,Individual,Bahraini,10989
2025-12,Al Ghus House,Pearling Path Sites,Individual,Bahraini,40266
2025-12,Al Jalahma House,Pearling Path Sites,Individual,Bahraini,60511
2025-12,Al Jasra Handicrafts Centre,Handicraft Sites,Educational,College or University,100
2025-12,Al Jasra Handicrafts Centre,Handicraft Sites,Educational,Kinder Garden,15
2025-12,Al Jasra Handicrafts Centre,Handicraft Sites,Educational,Private School,316
2025-12,Al Jasra Handicrafts Centre,Handicraft Sites,Groups,Tour Agencies,252
2025-12,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Arab,12
2025-12,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Bahraini,99
2025-12,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Foreign,152
2025-12,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,GCC,7
2025-12,Al Jasra House,Uncategorised,Educational,College or University,120
2025-12,Al Jasra House,Uncategorised,Educational,Kinder Garden,118
2025-12,Al Jasra House,Uncategorised,Groups,Tour Agencies,310
2025-12,Al Jasra House,Uncategorised,Individual,Arab,4
2025-12,Al Jasra House,Uncategorised,Individual,Bahraini,51
2025-12,Al Jasra House,Uncategorised,Individual,Foreign,164
2025-12,Al Khalefeyah Library,Uncategorised,Individual,Arab,252
2025-12,Al Khalefeyah Library,Uncategorised,Individual,Bahraini,154
2025-12,Al Khalefeyah Library,Uncategorised,Individual,Foreign,229
2025-12,Al Khalefeyah Library,Uncategorised,Individual,GCC,37
2025-12,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Educational,Kinder Garden,26
2025-12,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Groups,Organized Group,11
2025-12,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Arab,11
2025-12,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Bahraini,62
2025-12,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Foreign,77
2025-12,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,GCC,3
2025-12,Art Center,Uncategorised,Individual,Bahraini,366
2025-12,Bab Al Bahrain Information Center,Uncategorised,Individual,Arab,5
2025-12,Bab Al Bahrain Information Center,Uncategorised,Individual,Bahraini,6
2025-12,Bab Al Bahrain Information Center,Uncategorised,Individual,Foreign,13
2025-12,Badr Gulum and Turabi House,Pearling Path Sites,Individual,Bahraini,55328
2025-12,Bahrain Fort Site,Archaeological Sites,Educational,College or University,160
2025-12,Bahrain Fort Site,Archaeological Sites,Educational,Government School,276
2025-12,Bahrain Fort Site,Archaeological Sites,Educational,Kinder Garden,309
2025-12,Bahrain Fort Site,Archaeological Sites,Educational,Private School,688
2025-12,Bahrain Fort Site,Archaeological Sites,Groups,Organized Group,840
2025-12,Bahrain Fort Site,Archaeological Sites,Groups,Tour Agencies,22680
2025-12,Bahrain Fort Site,Archaeological Sites,Groups,VIP,28
2025-12,Bahrain Fort Site,Archaeological Sites,Individual,Arab,4995
2025-12,Bahrain Fort Site,Archaeological Sites,Individual,Bahraini,16552
2025-12,Bahrain Fort Site,Archaeological Sites,Individual,Foreign,47985
2025-12,Bahrain Fort Site,Archaeological Sites,Individual,GCC,2067
2025-12,Bahrain Fort Site,Forts,Educational,College or University,160
2025-12,Bahrain Fort Site,Forts,Educational,Government School,276
2025-12,Bahrain Fort Site,Forts,Educational,Kinder Garden,309
2025-12,Bahrain Fort Site,Forts,Educational,Private School,688
2025-12,Bahrain Fort Site,Forts,Groups,Organized Group,840
2025-12,Bahrain Fort Site,Forts,Groups,Tour Agencies,22680
2025-12,Bahrain Fort Site,Forts,Groups,VIP,28
2025-12,Bahrain Fort Site,Forts,Individual,Arab,4995
2025-12,Bahrain Fort Site,Forts,Individual,Bahraini,16552
2025-12,Bahrain Fort Site,Forts,Individual,Foreign,47985
2025-12,Bahrain Fort Site,Forts,Individual,GCC,2067
2025-12,Bahrain National Museum,Museums,Educational,Government School,231
2025-12,Bahrain National Museum,Museums,Educational,Kinder Garden,485
2025-12,Bahrain National Museum,Museums,Educational,Private School,166
2025-12,Bahrain National Museum,Museums,Groups,Organized Group,12
2025-12,Bahrain National Museum,Museums,Groups,Tour Agencies,165
2025-12,Bahrain National Museum,Museums,Groups,VIP,5
2025-12,Bahrain National Museum,Museums,Individual,Arab,146
2025-12,Bahrain National Museum,Museums,Individual,Bahraini,884
2025-12,Bahrain National Museum,Museums,Individual,Foreign,9361
2025-12,Bahrain National Museum,Museums,Individual,GCC,1040
2025-12,Bait Al Naqda,Handicraft Sites,Individual,Bahraini,12540
2025-12,Bani Jamra Textile Weaving,Handicraft Sites,Groups,Tour Agencies,63
2025-12,Bani Jamra Textile Weaving,Handicraft Sites,Individual,Bahraini,64
2025-12,Bani Jamra Textile Weaving,Handicraft Sites,Individual,Foreign,52
2025-12,Bu Maher,Archaeological Sites,Groups,Tour Agencies,22
2025-12,Bu Maher,Archaeological Sites,Individual,Arab,2
2025-12,Bu Maher,Archaeological Sites,Individual,Bahraini,5485
2025-12,Bu Maher,Archaeological Sites,Individual,Foreign,41
2025-12,Bu Maher,Forts,Groups,Tour Agencies,22
2025-12,Bu Maher,Forts,Individual,Arab,2
2025-12,Bu Maher,Forts,Individual,Bahraini,5485
2025-12,Bu Maher,Forts,Individual,Foreign,41
2025-12,Bu Maher,Pearling Path Sites,Groups,Tour Agencies,22
2025-12,Bu Maher,Pearling Path Sites,Individual,Arab,2
2025-12,Bu Maher,Pearling Path Sites,Individual,Bahraini,5485
2025-12,Bu Maher,Pearling Path Sites,Individual,Foreign,41
2025-12,Cultural Hall,Uncategorised,Individual,Arab,36
2025-12,Cultural Hall,Uncategorised,Individual,Bahraini,2520
2025-12,Cultural Hall,Uncategorised,Individual,Foreign,5224
2025-12,Dar Al Muharraq,Pearling Path Sites,Individual,Bahraini,44874
2025-12,Fakhro House,Pearling Path Sites,Individual,Bahraini,72934
2025-12,House of Baskets,Handicraft Sites,Educational,Institutes,18
2025-12,House of Baskets,Handicraft Sites,Educational,Kinder Garden,21
2025-12,House of Baskets,Handicraft Sites,Groups,Organized Group,65
2025-12,House of Baskets,Handicraft Sites,Groups,Tour Agencies,20
2025-12,House of Baskets,Handicraft Sites,Individual,Arab,4
2025-12,House of Baskets,Handicraft Sites,Individual,Bahraini,169
2025-12,House of Baskets,Handicraft Sites,Individual,Foreign,93
2025-12,House of Baskets,Handicraft Sites,Individual,GCC,24
2025-12,Pearling Path Visitor Center,Pearling Path Sites,Individual,Bahraini,624604
2025-12,Post Office Museum,Museums,Groups,Tour Agencies,32
2025-12,Post Office Museum,Museums,Individual,Bahraini,31
2025-12,Post Office Museum,Museums,Individual,Foreign,71
2025-12,Post Office Museum,Museums,Individual,GCC,49
2025-12,Qalat Al Bahrain Site Museum,Museums,Educational,Government School,27
2025-12,Qalat Al Bahrain Site Museum,Museums,Educational,Kinder Garden,63
2025-12,Qalat Al Bahrain Site Museum,Museums,Educational,Private School,288
2025-12,Qalat Al Bahrain Site Museum,Museums,Groups,VIP,18
2025-12,Qalat Al Bahrain Site Museum,Museums,Individual,Arab,44
2025-12,Qalat Al Bahrain Site Museum,Museums,Individual,Bahraini,172
2025-12,Qalat Al Bahrain Site Museum,Museums,Individual,Foreign,905
2025-12,Qalat Al Bahrain Site Museum,Museums,Individual,GCC,135
2025-12,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Educational,Private School,190
2025-12,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Groups,Organized Group,77
2025-12,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Groups,Tour Agencies,208
2025-12,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Arab,130
2025-12,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Bahraini,649
2025-12,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,Foreign,673
2025-12,Sheikh Salman Bin Ahmed Al Fateh Fort,Forts,Individual,GCC,255
2025-12,Siyadi Majlis,Pearling Path Sites,Individual,Bahraini,53454
2025-12,Tree of Life Visitors Centre,Uncategorised,Educational,Private School,148
2025-12,Tree of Life Visitors Centre,Uncategorised,Groups,Organized Group,62
2025-12,Tree of Life Visitors Centre,Uncategorised,Groups,Tour Agencies,2355
2025-12,Tree of Life Visitors Centre,Uncategorised,Individual,Arab,1257
2025-12,Tree of Life Visitors Centre,Uncategorised,Individual,Bahraini,9407
2025-12,Tree of Life Visitors Centre,Uncategorised,Individual,Foreign,15910
2025-12,Tree of Life Visitors Centre,Uncategorised,Individual,GCC,11
2026-01,Aali burial mounds,Archaeological Sites,Groups,GCC,15
2026-01,Aali burial mounds,Archaeological Sites,Groups,Organized Group,71
2026-01,Aali burial mounds,Archaeological Sites,Groups,Tour Agencies,50
2026-01,Aali burial mounds,Archaeological Sites,Individual,GCC,80
2026-01,Al Jalahma House,Pearling Path Sites,Groups,Tour Agencies,194
2026-01,Al Jalahma House,Pearling Path Sites,Groups,VIP,55
2026-01,Al Jalahma House,Pearling Path Sites,Individual,Bahraini,12
2026-01,Al Jalahma House,Pearling Path Sites,Individual,Foreign,386
2026-01,Al Jalahma House,Pearling Path Sites,Individual,GCC,14
2026-01,Al Jasra Handicrafts Centre,Handicraft Sites,Educational,Private School,25
2026-01,Al Jasra Handicrafts Centre,Handicraft Sites,Groups,Tour Agencies,242
2026-01,Al Jasra Handicrafts Centre,Handicraft Sites,Groups,VIP,8
2026-01,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Arab,16
2026-01,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Bahraini,98
2026-01,Al Jasra Handicrafts Centre,Handicraft Sites,Individual,Foreign,112
2026-01,Al Jasra House,Uncategorised,Educational,Private School,23
2026-01,Al Jasra House,Uncategorised,Groups,Tour Agencies,238
2026-01,Al Jasra House,Uncategorised,Individual,Arab,4
2026-01,Al Jasra House,Uncategorised,Individual,Bahraini,60
2026-01,Al Jasra House,Uncategorised,Individual,Foreign,369
2026-01,Al Khalefeyah Library,Uncategorised,Individual,Arab,102
2026-01,Al Khalefeyah Library,Uncategorised,Individual,Bahraini,73
2026-01,Al Khalefeyah Library,Uncategorised,Individual,Foreign,236
2026-01,Al Khalefeyah Library,Uncategorised,Individual,GCC,24
2026-01,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Arab,3
2026-01,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Bahraini,70
2026-01,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,Foreign,135
2026-01,Al Khamis Mosque & Visitor Centre,Archaeological Sites,Individual,GCC,7
2026-01,Art Center,Uncategorised,Individual,Arab,4
2026-01,Art Center,Uncategorised,Individual,Bahraini,742
2026-01,Art Center,Uncategorised,Individual,Foreign,12
2026-01,Badr Gulum and Turabi House,Pearling Path Sites,Groups,Organized Group,175
2026-01,Badr Gulum and Turabi House,Pearling Path Sites,Groups,VIP,9
2026-01,Badr Gulum and Turabi House,Pearling Path Sites,Individual,Bahraini,6
2026-01,Badr Gulum and Turabi House,Pearling Path Sites,Individual,Foreign,130
2026-01,Bahrain Fort Site,Archaeological Sites,Educational,Kinder Garden,128
2026-01,Bahrain Fort Site,Archaeological Sites,Educational,Private School,1325
2026-01,Bahrain Fort Site,Archaeological Sites,Groups,Organized Group,248
2026-01,Bahrain Fort Site,Archaeological Sites,Groups,Tour Agencies,27880
2026-01,Bahrain Fort Site,Archaeological Sites,Groups,VIP,252
2026-01,Bahrain Fort Site,Archaeological Sites,Individual,Arab,6312
2026-01,Bahrain Fort Site,Archaeological Sites,Individual,Bahraini,19217
2026-01,Bahrain Fort Site,Archaeological Sites,Individual,Foreign,44784
2026-01,Bahrain Fort Site,Archaeological Sites,Individual,GCC,3008
2026-01,Bahrain Fort Site,Forts,Educational,Kinder Garden,128
2026-01,Bahrain Fort Site,Forts,Educational,Private School,1325
2026-01,Bahrain Fort Site,Forts,Groups,Organized Group,248
2026-01,Bahrain Fort Site,Forts,Groups,Tour Agencies,27880
2026-01,Bahrain Fort Site,Forts,Groups,VIP,252
2026-01,Bahrain Fort Site,Forts,Individual,Arab,6312
2026-01,Bahrain Fort Site,Forts,Individual,Bahraini,19217
2026-01,Bahrain Fort Site,Forts,Individual,Foreign,44784
